MLST,MGE_Gene,MGE_Type,Target_Gene,Pearson_r,p_value,p_adj_FDR,Significant
ST10,PHAGE_Strept_5093_NC_012753,Phage,afaD,0.9999999999999999,0.0,0.0,True
ST10,PHAGE_Strept_5093_NC_012753,Phage,afaF-III,0.9999999999999999,0.0,0.0,True
ST10,PHAGE_Strept_5093_NC_012753,Phage,draA,0.9999999999999999,0.0,0.0,True
ST10,PHAGE_Strept_5093_NC_012753,Phage,draB,0.9999999999999999,0.0,0.0,True
ST10,Plasmid_IncFII(pCoo),Plasmid,pet,0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Escher_vB_EcoS_IME253_NC_047810,Phage,pet,0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Geobac_E2_NC_009552,Phage,CTX-M-8,0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Geobac_E2_NC_009552,Phage,parC (A108V),0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Mannhe_vB_MhS_535AP2_NC_028853,Phage,sigA,0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Mycoba_Cali_NC_011271,Phage,pet,0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Strept_phiSAJS1_NC_029005,Phage,CTX-M-8,0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,PHAGE_Strept_phiSAJS1_NC_029005,Phage,parC (A108V),0.9999999999999998,1.7340728374719287e-216,1.282130104205807e-212,True
ST10,Plasmid_Col(pHAD28),Plasmid,QnrB5,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Entero_933W_NC_000924,Phage,ykgK/ecpR,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Entero_IME11_NC_019423,Phage,CTX-M-55,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Entero_vB_KleM_RaK2_NC_019526,Phage,CTX-M-55,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Escher_Pollock_NC_027381,Phage,pic,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Escher_SECphi27_NC_047938,Phage,pic,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Escher_tonn_NC_049815,Phage,pic,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Klebsi_K64_1_NC_027399,Phage,CTX-M-55,0.9999999999999994,2.841104936914006e-212,8.618018308639151e-209,True
ST10,PHAGE_Arthro_Maja_NC_048140,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Arthro_Maja_NC_048140,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Arthro_Maja_NC_048140,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Arthro_Maja_NC_048140,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Arthro_Maja_NC_048140,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_B4_NC_018863,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_B5S_NC_047736,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_4_NC_048641,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_4_NC_048641,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_4_NC_048641,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_4_NC_048641,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_4_NC_048641,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_5_NC_031055,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_5_NC_031055,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_5_NC_031055,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_5_NC_031055,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_PfEFR_5_NC_031055,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_T_NC_024205,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_TsarBomba_NC_028890,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_phi105_NC_004167,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_phi105_NC_004167,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_phi105_NC_004167,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_phi105_NC_004167,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_phi105_NC_004167,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BceS_MY192_NC_048633,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BceS_MY192_NC_048633,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BceS_MY192_NC_048633,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BceS_MY192_NC_048633,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Bacill_vB_BceS_MY192_NC_048633,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Caulob_karma_NC_019410,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Caulob_karma_NC_019410,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Caulob_karma_NC_019410,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD119_NC_007917,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD119_NC_007917,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD119_NC_007917,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD481_1_NC_028951,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD481_1_NC_028951,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD481_1_NC_028951,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD506_NC_028838,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD506_NC_028838,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCD506_NC_028838,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCDHM14_NC_048665,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCDHM14_NC_048665,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCDHM14_NC_048665,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCDHM19_NC_028996,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCDHM19_NC_028996,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Clostr_phiCDHM19_NC_028996,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Coryne_Lederberg_NC_048790,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Coryne_StAB_NC_048780,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,aggA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,aggB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,aggC,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,aggD,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,papG,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,hlyA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,hlyB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,hlyC,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cronob_CR9_NC_023717,Phage,hlyD,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Cyanop_S_RIM44_NC_047734,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,aggA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,aggB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,aggC,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,aggD,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,papG,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,hlyA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,hlyB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,hlyC,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_EF62phi_NC_017732,Phage,hlyD,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_Phieco32_NC_010324,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_Phieco32_NC_010324,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Entero_Phieco32_NC_010324,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_Era103_NC_009014,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_Era103_NC_009014,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_Era103_NC_009014,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_G_NC_041975,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_Hena1_NC_048828,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_Hena1_NC_048828,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_Hena1_NC_048828,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_phiEa100_NC_019926,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_phiEa100_NC_019926,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_phiEa100_NC_019926,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_vB_EamM_Deimos_Minion_NC_041972,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_vB_EamM_Simmy50_NC_041974,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_vB_EamP_S2_NC_047917,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_vB_EamP_S2_NC_047917,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Erwini_vB_EamP_S2_NC_047917,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_APCEc02_NC_041869,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_APCEc02_NC_041869,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_APCEc02_NC_041869,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_APCEc02_NC_041869,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_APCEc02_NC_041869,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_HP3_NC_041920,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_Henu8_NC_049853,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_Henu8_NC_049853,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_Henu8_NC_049853,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_Henu8_NC_049853,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_Henu8_NC_049853,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_LL5_NC_047985,Phage,parE (S458A),0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_V18_NC_041937,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_V18_NC_041937,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_V18_NC_041937,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_V18_NC_041937,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_V18_NC_041937,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_VB_EcoS_Golestan_NC_042084,Phage,AAC(3)-IId,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_slur16_NC_028248,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_slur16_NC_028248,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_slur16_NC_028248,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_slur16_NC_028248,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_slur16_NC_028248,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995,Phage,dfrA7,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995,Phage,afaA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995,Phage,afaB-I,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995,Phage,afaE-V,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995,Phage,daaF,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995,Phage,draD,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_1H_NC_031911,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_1H_NC_031911,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_1H_NC_031911,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_23T_NC_041859,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_23T_NC_041859,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_23T_NC_041859,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_FCL_2_NC_027125,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_FCL_2_NC_027125,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_FCL_2_NC_027125,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_FCV_1_NC_041845,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_FCV_1_NC_041845,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Flavob_FCV_1_NC_041845,Phage,gtrB,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_GMA3_NC_028668,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_GMA3_NC_028668,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_GMA3_NC_028668,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_GMA3_NC_028668,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_GMA3_NC_028668,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Orchid_NC_030915,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Orchid_NC_030915,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Orchid_NC_030915,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Orchid_NC_030915,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Orchid_NC_030915,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Woes_NC_030905,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Woes_NC_030905,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Woes_NC_030905,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Woes_NC_030905,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Gordon_Woes_NC_030905,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_2146_NC_049472,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_2146_NC_049472,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_2146_NC_049472,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_2146_NC_049472,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_2146_NC_049472,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Magnus_NC_049462,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Magnus_NC_049462,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Magnus_NC_049462,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Magnus_NC_049462,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Magnus_NC_049462,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Menlow_NC_047901,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Menlow_NC_047901,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Menlow_NC_047901,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Menlow_NC_047901,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_Menlow_NC_047901,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV475_NC_031025,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV475_NC_031025,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV475_NC_031025,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV475_NC_031025,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV475_NC_031025,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246,Phage,CTX-M-27,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246,Phage,agg3A,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246,Phage,agg3B,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246,Phage,agg3C,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246,Phage,agg3D,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Lactob_LBR48_NC_027990,Phage,FosA4,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
ST10,PHAGE_Lactob_LBR48_NC_027990,Phage,gtrA,0.9999999999999992,4.654866328639893e-208,7.481938677691568e-206,True
